Hobbies_items_Sold,is_holiday,Foods_items_Sold,0.03712018332128623
Total_Revenue_in_Dollars,Foods_items_Sold,Hobbies_items_Sold,0.0490603240450975
Hobbies_items_Sold,is_holiday,Total_Revenue_in_Dollars,0.03788937641407459
Total_Revenue_in_Dollars,is_holiday,Hobbies_items_Sold,0.03522737521845086
Total_Revenue_in_Dollars,is_holiday,Household_items_Sold,0.02016207339010876
Foods_items_Sold,is_holiday,Household_items_Sold,0.04264150745681434
Foods_items_Sold,is_snap,Total_Revenue_in_Dollars,0.048387606080476236
Hobbies_items_Sold,is_holiday,Household_items_Sold,0.025428990494928364
Hobbies_items_Sold,is_snap,Household_items_Sold,0.031015222127283082
Foods_items_Sold,is_holiday,Total_Revenue_in_Dollars,0.036482850575552714
Total_Revenue_in_Dollars,is_holiday,Foods_items_Sold,0.011752152453459588
Total_Revenue_in_Dollars,Foods_items_Sold,Household_items_Sold,0.03771208539735981
